inc_bef_tax,profit_loss_year,balsheet_notfullyear,founded_year,ceo_count,foreign,female,birth_year,inoffice_days,default,idade_empresa,equity_ratio,fixed_asset_ratio,was_operating_2011,sales_growth,is_growing,nace_main_3312.0,nace_main_3320.0,nace_main_5510.0,nace_main_5610.0,nace_main_5629.0,nace_main_5630.0,nace_main_other,ind2_27.0,ind2_28.0,ind2_33.0,ind2_55.0,ind2_56.0,ind2_other,urban_m_2,urban_m_3,region_m_East,region_m_West,log_amort,log_curr_assets,log_curr_liab,log_extra_exp,log_extra_inc,log_extra_profit_loss,log_fixed_assets,log_intang_assets,log_inventories,log_liq_assets,log_material_exp,log_personnel_exp,log_sales,log_share_eq,log_subscribed_cap,log_labor_avg
2107.407470703125,2000.0,0,2010.0,1.0,0.0,0.0,1961.0,464.0,0,2.0,0.8714596736107106,0.0,0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,9.04793908261736,7.139072754446257,0.0,0.0,0.0,0.0,0.0,0.0,9.04793908261736,6.843789445390245,7.276172136648867,8.592280009121088,9.02055544747411,8.910370746003398,0.08004270996602277
855.5555419921875,770.370361328125,0,2004.0,1.2847577986304843,0.0,0.0,1965.5488027906092,3022.3272879298434,0,8.0,0.29411764410905145,0.0,1,0.5526517870273204,1,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,0.0,5.532803753649016,6.7827378326078795,0.0,0.0,0.0,0.0,0.0,5.265755901031692,3.816490541399029,8.598445413726182,7.500201819022464,8.920319759979376,0.0,4.318475276683786,0.37248568573884533
1137.0369873046875,1003.7036743164062,0,2008.0,1.0,0.0,0.0,1974.0,1995.0,0,4.0,0.11035091565718791,0.02780843081835244,1,0.28232159313067684,1,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,4.719490405210677,9.6998901282917,7.226262897143057,0.0,0.0,0.0,6.147755769682692,0.0,0.0,9.529809070795238,9.3070871968684,9.986818867241695,10.428136104160584,9.62740950677241,7.524481248257534,0.21645456956391187
2803.70361328125,2748.148193359375,0,2010.0,1.0,0.0,0.0,1976.0,1853.0,0,2.0,0.074437992630054,0.0,0,0.0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0,10.121770403513366,10.076393009122704,0.0,0.0,0.0,0.0,0.0,0.0,5.561678237415936,7.902747615325877,10.794670870958178,10.899907839274032,7.007332465199174,7.524481248257534,0.8407832027403801
12962.962890625,0.0,0,1998.0,1.2847577986304843,0.0,0.0,1965.5488027906092,3022.3272879298434,0,14.0,0.003667033355651972,0.0,1,3.3583332191208464,1,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,0.0,9.220389707829185,9.175775716605747,0.0,0.0,0.0,0.0,0.0,0.0,6.4108447392524095,5.719339844874043,0.0,9.514898646051398,6.065248413662011,3.6385603402098208,0.8744924775942178
2781.4814453125,2485.185302734375,0,2011.0,1.0,0.0,1.0,1958.0,1976.0,0,1.0,0.015366647636941455,0.043333946943937836,1,5.0,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,7.980441769054467,11.655205023531954,10.895041704847891,0.0,0.0,0.0,8.560869763998957,0.0,3.731477671729219,9.794265641625426,11.442394525101578,10.33950219868449,11.803001115838768,8.209328540589757,7.524481248257534,0.358062866898837
2548.148193359375,2292.592529296875,0,1995.0,1.2847577986304843,0.0,0.0,1965.5488027906092,3022.3272879298434,0,17.0,0.10202503997959127,0.1202658842896944,1,-0.2028313670452678,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,6.68586094706836,9.956022000202315,10.45334900157142,0.0,0.0,0.0,7.966406815110354,0.0,8.649695319177804,9.30439390315326,11.085627634770296,9.82757996023413,11.382870344532547,0.0,7.801982117887399,0.22314355131420976
-4070.370361328125,-4100.0,0,2010.0,1.0,0.0,1.0,1948.0,2432.0,1,2.0,0.3496503290343275,0.03846153734618802,1,0.5709183189094971,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,4.979794176916852,8.535738709948374,9.557409720165023,0.0,0.0,0.0,5.321563591350478,0.0,5.907176702917597,8.461030329643954,10.31648838830027,8.807798745118351,10.440334935673231,0.0,7.524481248257534,0.0870113794731566
81877.78125,73688.890625,0,2008.0,2.0,0.0,0.5,1973.5,2634.0,0,4.0,0.07890168353424316,0.3420546081559996,1,0.035384043556183846,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,8.284064776181896,11.229248693912288,9.91806044016324,0.0,0.0,0.0,10.600172024186234,7.555963190241893,0.0,10.07763845043134,12.22169567115834,10.174965434977006,12.668702770465746,11.463200922999539,9.133487274232706,0.22314355131420976
-12281.4814453125,-12300.0,0,1996.0,3.0,0.0,0.3333333432674408,1974.3333740234375,2279.0,0,16.0,1.1912560987743999,0.9732562984085606,1,0.1564497371333184,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,7.12426948277473,7.416957393186581,10.416230243803403,0.0,0.0,0.0,11.010721228863012,0.0,7.410257442647023,2.494123269895701,9.937400389955418,9.439177294625043,10.033584563205626,10.267650882535012,11.2128343216482,0.08004270996602277
855.5555419921875,770.370361328125,0,2010.0,1.0,0.0,0.0,1955.0,2244.0,0,2.0,0.09737098587921722,0.0,1,-0.6459977701256864,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,0.0,9.85322097185158,9.42612952399565,0.0,0.0,0.0,0.0,0.0,0.0,8.159745488038325,10.993437102272653,0.0,10.981977115807126,8.796658296083653,7.524481248257534,0.8744924775942178
-21255.5546875,-21577.77734375,0,2011.0,1.0,1.0,0.0,1965.5488027906092,420.0,1,1.0,0.08413259007918711,0.0,0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,4.098656224802366,9.999348095777481,10.713287095059579,0.0,0.0,0.0,0.0,0.0,0.0,9.940438940915731,11.502997438555814,8.537191877922927,11.35532987386896,0.0,7.524481248257534,0.08004270996602277
1311.111083984375,1159.25927734375,0,1989.0,1.0,0.0,0.0,1966.0,5070.0,0,23.0,0.6279880173975259,0.8299975578051368,1,-0.26894308232845676,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,9.266955219056666,9.651284664680713,9.556362081735418,6.726632978378864,0.0,0.0,11.236843455050003,0.0,7.76966025470118,9.440060764007068,10.577307459598249,9.884657666817168,11.180001706297636,10.970320564465153,10.957946021933285,0.20479441816496174
-1307.4073486328125,-1311.111083984375,0,2010.0,1.0,0.0,0.0,1962.0,1621.0,0,2.0,0.2581311190707416,0.7743933912431837,0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,0.0,7.38988419559268,8.891190542924798,0.0,0.0,0.0,8.622733710403743,0.0,0.0,4.9275220048160815,4.36663095995669,7.772783863187625,7.062762699682014,0.0,7.524481248257534,0.22314355131420976
1203.7037353515625,1081.4814453125,0,2010.0,1.0,0.0,1.0,1955.0,1850.0,0,2.0,0.811688304383858,0.0,1,0.20982811645005106,1,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,0.0,7.733018483328744,6.440828357126898,0.0,0.0,0.0,0.0,0.0,5.855496367476102,7.103169764198996,8.93115052371462,8.715600736620466,9.606694964456382,7.412495750904487,7.524481248257534,0.08004270996602277
-15888.888671875,-16155.5556640625,0,2002.0,2.0,0.0,0.5,1967.5,4104.0,0,10.0,0.2819548870245655,0.07772556050271741,1,-0.06564382360887686,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,7.4668842017661685,10.500824174216767,10.738589920723442,3.8948391568291676,0.0,0.0,8.02746441937232,0.0,8.097482688588027,10.393460624590645,11.593011609200383,10.884960372828063,11.916865243688106,0.0,9.315790903113744,0.6720937916530557
922.2222290039062,874.0740966796875,0,2009.0,1.0,0.0,1.0,1982.0,2804.0,1,3.0,0.22153301544415746,0.0,1,-0.4406002463913458,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,0.0,9.031244661229117,9.61290498866055,0.0,0.0,0.0,0.0,0.0,3.731477671729219,7.6554432400265116,8.773997859253914,7.340667396442276,9.204497456436282,0.0,7.524481248257534,0.08004270996602277
4048.148193359375,2744.4443359375,0,2003.0,1.0,0.0,0.0,1962.0,4681.0,0,9.0,0.011879353975709828,0.8333881101462439,1,0.07581115938115858,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,10.804346464640545,11.956572485647179,12.741019133103492,0.0,0.0,0.0,13.566399708946829,0.0,10.110993931177186,8.808352512008476,12.95298235456468,11.907199013886615,13.413872990467972,12.615348608099755,9.315790903113744,1.0846260601254023
2781.4814453125,2603.70361328125,0,1999.0,1.0,0.0,1.0,1964.0,6359.0,1,13.0,0.05841121367538709,0.0,1,0.1734340094401005,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,0.0,8.061919064100435,6.568233916074603,0.0,0.0,0.0,0.0,0.0,7.569430877565126,7.097058530785661,8.552324367653057,8.575650760987806,9.533032904962667,7.808022020666711,5.226741773405311,0.08004270996602277
233.3333282470703,81.48148345947266,0,2008.0,1.2847577986304843,0.0,0.0,1965.5488027906092,3022.3272879298434,1,4.0,0.20024027717065768,0.0,1,-0.8945799936001719,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,3.293089622023543,9.132286765457804,8.910370746003398,0.0,0.0,0.0,0.0,0.0,0.0,4.318475276683786,6.348037618182069,6.874887696381376,7.648404359359385,7.901377353792616,7.524481248257534,0.08004270996602277
4214.81494140625,3792.592529296875,0,1999.0,1.2847577986304843,0.0,0.0,1965.5488027906092,3022.3272879298434,0,13.0,0.003783579264272101,0.010972380139176756,1,2.0723591198745415,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,5.02946916744556,9.178073495075427,8.79609793959777,0.0,0.0,0.0,4.685896441540018,0.0,0.0,7.90411609195325,10.05147162954271,9.299662935165712,10.579382169980073,8.065416500190684,3.6385603402098208,0.39346057883926494
155.55555725097656,118.51851654052734,0,2009.0,1.0,0.0,0.0,1976.0,2572.0,0,3.0,0.2826455680035836,0.32391182055947837,1,0.18029574066171464,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,5.946680222891449,8.396296928462366,8.851159640502877,0.0,0.0,0.0,7.660690104352729,0.0,8.338659996583955,5.518047689752986,10.805023322750486,9.239276919826303,11.007103966325696,0.0,7.524481248257534,0.14818051426841064
37.03703689575195,33.33333206176758,0,2009.0,1.0,1.0,0.0,1965.5488027906092,2614.0,0,3.0,0.7451564291233863,0.0,1,-0.031769303344691656,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0.0,7.818504807802203,6.245747823813774,0.0,0.0,0.0,0.0,0.0,6.608999751719947,7.464764505934445,8.632682278538955,7.432418075588528,8.900826662053571,7.586484194791511,7.524481248257534,0.15415068408473293
659.25927734375,551.8518676757812,0,2010.0,1.0,0.0,0.0,1982.0,1965.0,1,2.0,0.0661463149729687,0.4847201989124624,1,0.5608154807774348,1,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,0.0,9.576851585498492,9.741680800445987,0.0,0.0,0.0,9.515717714363484,0.0,8.928699260910925,7.445482440101606,10.519100570726092,9.673671336769948,10.806375507749927,8.182776633407931,7.524481248257534,0.12393690415614304
-2429.629638671875,-2477.77783203125,0,2011.0,2.0,0.0,0.5,1971.0,1841.0,0,1.0,0.5252100744294012,0.40966387190324577,0,0.0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,4.953999599485668,7.64131546418738,8.333332677597662,0.0,0.0,0.0,7.276172136648867,0.0,7.61061442272432,4.158304214351207,10.505297821272894,9.95038353175632,10.924890128526904,0.0,7.524481248257534,0.22314355131420976
1455.5555419921875,1311.111083984375,0,2009.0,2.0,0.0,0.5,1972.5,2833.0,0,3.0,0.5549389309705708,0.0,1,-0.08473799099969852,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,0.0,8.113138221408336,8.367463567402622,0.0,0.0,0.0,0.0,0.0,0.0,8.113138221408336,9.731835591377251,9.246089961072059,10.294311428682267,0.0,7.524481248257534,0.14818051426841064
1859.25927734375,0.0,0,1991.0,1.0,0.0,0.0,1947.0,3104.0,0,21.0,0.12134449767021852,0.3742264377259021,1,0.13992238130119136,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,7.998024183085507,10.956073354557526,9.81410365453615,0.0,6.147755769682692,6.147755769682692,10.441957563786088,0.0,9.935967315954944,9.500871141822957,11.223378425381156,11.075698452815127,11.897816623389563,11.048728382555115,9.315790903113744,0.49709541996705736
-485.1851806640625,-488.8888854980469,0,2000.0,1.0,1.0,0.0,1956.0,6060.0,0,12.0,0.186058059714903,0.856301161942387,1,0.5018315773988039,1,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,7.271034259302559,9.05747836340845,10.591181905133423,0.0,0.0,0.0,10.842283827228117,0.0,0.0,6.803505257608338,5.866048244059906,0.0,7.326148823330335,9.362034073850044,9.315790903113744,0.553911377554889
437.03704833984375,392.5925903320313,0,2011.0,2.0,0.0,0.5,1981.0,1822.0,1,1.0,0.9041590895329974,0.0,0,0.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,0.0,7.625179470347543,5.165209206752998,0.0,0.0,0.0,0.0,0.0,0.0,7.625179470347543,6.301600981588468,0.0,6.90875477931522,7.536403455852853,7.524481248257534,0.553911377554889
-3481.4814453125,-3481.4814453125,0,2007.0,1.0,0.0,1.0,1978.0,3545.0,0,5.0,1.0679957235953563,0.035955854564952545,1,0.0026066149405784265,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,5.694729268325382,9.213398678865756,9.754013906595764,0.0,8.581919225489738,8.581919225489738,5.92712351623355,0.0,9.179984251961283,5.800998832523596,10.587077193254476,9.134286953981778,10.662844555805396,0.0,9.315790903113744,0.14217448734428612
2940.74072265625,2574.073974609375,0,1992.0,1.0,0.0,0.0,1981.0,3512.0,0,20.0,0.0064020487706842365,0.12259923755228247,1,0.026079695911267575,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,5.743359260632238,9.225509887131313,7.00397413672268,0.0,0.0,0.0,7.2580730471115,0.0,9.090167018405896,6.557777394334434,10.190373507389124,8.620063940253496,10.50316515326974,8.500965949959953,4.318475276683786,0.15415068408473293
47996.296875,42718.51953125,0,2000.0,1.0,0.0,0.0,1974.0,3111.0,0,12.0,0.0014346378519120761,0.23579708365743898,1,0.6332755739070713,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9.09433496682385,12.19242945210192,8.835118871208389,0.0,0.0,0.0,11.016579079583327,0.0,9.514352251583869,11.73640289803972,12.146052650460454,10.672503779206396,12.613563720813527,12.43437723076743,5.917199843171274,0.4100840363852087
34274.07421875,31059.259765625,0,1991.0,1.0,0.0,0.0,1926.0,6466.0,0,21.0,0.04963600497987876,0.1247187285425654,1,-0.47032297825299396,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,9.046631166366062,12.18553482148058,11.343992535416978,0.0,0.0,0.0,10.23708127800658,0.0,11.857283712607753,8.800013488984158,12.731800767161493,12.17454892190689,12.908503164751462,11.819218508286438,9.315790903113744,0.6662741576703551
-92255.5546875,-93114.8125,0,1993.0,1.0,0.0,0.0,1960.0,3490.0,0,19.0,0.022694115659358232,0.8404441539165624,1,-0.23690664842066414,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,10.591740353260976,12.112235411658183,12.138393782008286,5.226741773405311,0.0,0.0,13.77482462189598,5.265755901031692,11.084150207662258,10.299060666631165,13.145025148744066,12.22981213636135,13.366878520624217,13.618135260043587,10.163037313125784,1.2805128553477099
-74111.109375,-74214.8125,0,2004.0,1.0,1.0,0.0,1965.5488027906092,273.0,0,8.0,0.11941137495755344,0.9440522604024593,1,5.0,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,9.686636660844938,10.292179440058462,10.611912836384839,0.0,0.0,0.0,13.117911042956935,0.0,0.0,8.25560715432469,10.765304114028003,9.337224230341103,10.796643828357023,0.0,11.050317855119783,0.12114438015883883
403.7037048339844,196.2962951660156,0,1996.0,2.0,0.0,0.5,1964.5,3442.0,0,16.0,0.01598465384182115,0.5167039667837279,1,0.31398056874885616,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,5.766815250759498,10.016695555338076,6.905047943137117,0.0,0.0,0.0,10.083533409910109,0.0,9.63033399850324,8.239114274769737,9.805970652605563,7.726506717564151,10.12918635204623,10.721247862688104,6.608999751719947,0.08004270996602277
518.5184936523438,466.6666564941406,0,2009.0,1.0,0.0,0.0,1952.0,1922.0,0,3.0,0.4950494951252864,0.0,1,0.08867675830509247,1,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,0.0,8.22730621599314,7.31880963717876,0.0,0.0,0.0,0.0,0.0,0.0,8.226315915567888,7.726506717564151,7.943006911584954,8.684758293324386,7.814025563287192,7.524481248257534,0.08004270996602277
-14322.22265625,-14785.185546875,0,2003.0,1.0,0.0,0.0,1954.0,3083.0,0,9.0,0.023164235115145603,0.9423982681302516,1,-0.01747861318753364,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,9.63953885480599,10.211281329629655,10.79063707074774,0.0,0.0,0.0,13.02152159520843,6.047897405166316,7.196187100819171,8.764209507142004,11.748941990368873,11.297128494139326,12.180095004519329,10.592019509473158,9.315790903113744,0.5066502443749717
1351.851806640625,1218.5185546875,0,2000.0,1.0,1.0,0.0,1965.5488027906092,1880.0,0,12.0,0.09157341159003396,0.7438874637309951,0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,8.993781599688527,10.855021747819542,10.251960248650274,0.0,0.0,0.0,11.921281909965801,0.0,7.797428179521817,9.047067366874558,5.64361297615363,8.950066859815218,9.785760740885083,12.066177565386326,9.826580459163543,0.5596157879354227
-2566.666748046875,-2600.0,0,2002.0,1.0,0.0,0.0,1967.0,5109.0,0,10.0,0.3333333284556965,0.12666666536248108,1,-0.4582511547140181,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,3.5361166625256297,6.878707818151256,9.645548832447574,0.0,0.0,0.0,4.953999599485668,0.0,3.145109638124311,5.532803753649016,9.675766401308104,7.684817954259068,9.633007263348812,0.0,5.917199843171274,0.37248568573884533
159.25926208496094,100.0,0,2008.0,2.0,0.0,0.0,1972.5,2493.0,0,4.0,0.3113324803151052,0.2652552888254976,1,-0.3001498751712704,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,6.638519295399298,8.382831878610354,7.9284326833421215,0.0,0.0,0.0,7.364406302666079,0.0,7.917698211859414,7.357343567321099,9.537849287699428,9.508047054120473,10.288658006072543,8.060750554234106,7.524481248257534,0.39346057883926494
5400.0,4803.70361328125,1,2012.0,1.0,0.0,1.0,1972.0,1753.0,0,0.0,0.1478415127038627,0.9506209354567084,0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,7.744313159143793,6.428942553169775,7.408014187144685,0.0,0.0,0.0,9.384999919280405,0.0,0.0,3.8948391568291676,10.819946395278858,9.157201316831637,11.128311951263067,9.294569137601655,7.524481248257534,0.4682660010543746
-325.9259338378906,-333.3333435058594,0,1992.0,2.0,0.0,0.5,1969.5,2033.5,0,20.0,0.008616975845302275,0.013787161174979407,1,-0.46064514375999654,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,5.099640590855104,9.738409745283766,6.68586094706836,0.0,0.0,0.0,5.472426262747769,0.0,0.0,8.19716136639704,6.9379251941375735,7.9573718647810585,8.03828487662718,9.720781507773646,5.004940091058004,0.08004270996602277
4714.81494140625,4244.4443359375,0,2004.0,1.0,0.0,0.0,1977.0,1245.0,0,8.0,0.05284015655330424,0.07397622026309963,1,-0.07365470980963224,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,6.2166061010848646,7.862226331727144,7.500201819022464,0.0,0.0,0.0,5.339494864275788,0.0,6.03910768266755,6.8900815205104395,11.060733818786808,10.010558294376226,11.42749947831222,0.0,5.004940091058004,0.2876820799023615
1022.2222290039062,1022.2222290039062,0,1995.0,1.2847577986304843,0.0,0.0,1965.5488027906092,3022.3272879298434,0,17.0,2.0,0.12751003673720346,1,0.11499999662647648,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6.047897405166316,8.076987110181852,9.92370226173475,0.0,0.0,0.0,6.155644114804829,0.0,0.0,5.099640590855104,5.321563591350478,0.0,7.410257442647023,0.0,9.315790903113744,0.15415068408473293
-2785.185302734375,-2807.407470703125,0,1995.0,1.0,0.0,1.0,1974.0,4987.0,1,17.0,0.7614212907277572,0.0,1,0.017684910046461156,1,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,0.0,6.593906681115503,10.403057805974006,0.0,0.0,0.0,0.0,0.0,0.0,6.563019365577252,8.949586280211138,9.322765852362378,9.705774836875957,0.0,6.321766971651201,0.0864325110873713
-10985.185546875,-10985.185546875,0,2005.0,1.0,0.0,0.0,1965.0,2979.0,1,7.0,0.5413263281372763,0.9397757162567444,1,-0.8526843366498523,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,0.0,8.078136811480922,10.258733487646676,0.0,0.0,0.0,10.825411994596932,0.0,7.968973343002908,2.494123269895701,9.427918857622501,6.67657021914788,9.222587336442313,0.0,10.273807677283784,0.17435339012501
-39737.03515625,-39777.77734375,0,2004.0,2.0,0.0,0.5,1975.0,2473.0,0,8.0,0.21267546581905522,0.6935346555674342,1,-0.172929075415279,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,9.322765852362378,9.681100672881511,11.750637134075495,7.11226705439545,7.945634124401907,7.376067644252162,10.497762347021322,0.0,9.554788667113202,6.9835840423255355,11.41520117040935,9.311448519273984,11.260528084436725,0.0,9.315790903113744,0.29287689921152027
4577.77783203125,4118.5185546875,0,1994.0,1.0,0.0,1.0,1955.0,8148.0,0,18.0,0.0012961762753657777,0.9904082957850986,1,0.09931703429147368,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,7.761808070518841,6.308368227198286,7.956074406871295,0.0,0.0,0.0,10.943781931879723,0.0,0.0,6.308368227198286,9.026359666117814,0.0,9.568602561433387,9.995977263526736,4.318475276683786,0.553911377554889
